更新日期,#genre#
2025-07-05,https://gh.tryxd.cn/https://raw.githubusercontent.com/alantang1977/X/main/Pictures/Robot.mp4
🍎┃广东频道,#genre#
广州综合,http://14.117.233.31:8688/rtp/239.253.43.71:5146$IPV4•线路1
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路2
广州综合,http://dns.yiandrive.com:15907/gztv/zhonghe$IPV4•线路3
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487$IPV4•线路4
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe$IPV4•线路5
广州综合,http://120.77.205.62:8087/rtp/239.253.43.66:5146$IPV4•线路6
广州综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=zhonghe$IPV4•线路7
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$IPV4•线路8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd$IPV4•线路9
广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8$IPV4•线路10
广州综合,kdsvod://http://v.91kds.com/b7/gdgztv.m3u8?id=gdgzzh&pwd=jsdecode$IPV4•线路11
广州综合,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdgzzh&pwd=jsdecode$IPV4•线路12
广州综合,http://r.jdshipin.com/snhya$IPV4•线路13
广州综合,http://tencentplaygzrb.gztv.com/sec/zonghes.m3u8$IPV4•线路14
广州新闻,http://14.117.233.31:8688/rtp/239.253.43.72:5146$IPV4•线路1
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3$IPV4•线路2
广州新闻,http://dns.yiandrive.com:15907/gztv/xinwen$IPV4•线路3
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487$IPV4•线路4
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen$IPV4•线路5
广州新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=xinwen$IPV4•线路6
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8$IPV4•线路7
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a$IPV4•线路8
广州新闻,https://tencentplaybusiness.gztv.com/live/xinwen.m3u8$IPV4•线路9
广州新闻,kdsvod://http://v.91kds.com/b7/gdgztv.m3u8?id=gdgzxw&pwd=jsdecode$IPV4•线路10
广州新闻,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdgzxw&pwd=jsdecode$IPV4•线路11
广州新闻,http://tencentplaygzrb.gztv.com/sec/xinwen.m3u8$IPV4•线路12
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=D5eOl0&tk=ylHxBjGGQBPx$IPV4•线路1
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=to2fs6&tk=ylHxBjGGQBPx$IPV4•线路2
广东珠江,http://www.xzbn.site:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路3
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路4
广东珠江,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=yu&mode=1$IPV4•线路5
广东珠江,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=yu&mode=1$IPV4•线路6
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8$IPV4•线路7
广东珠江,https://tv.cdn.com.mp/live/gdzj/stream.m3u8$IPV4•线路8
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8$IPV4•线路9
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj$IPV4•线路10
广东珠江,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdzj$IPV4•线路11
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj$IPV4•线路12
广东珠江,http://www.terrykang.xyz:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路13
广东珠江,http://mzitv.cn:32/tsfile/live/1006_1.m3u8$IPV4•线路14
广东珠江,http://120.77.205.62:8087/rtp/239.77.0.1:5146$IPV4•线路15
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$IPV4•线路16
广东珠江,http://119.125.134.176:9901/tsfile/live/1003_1.m3u8$IPV4•线路17
广东珠江,http://14.212.185.71:9901/tsfile/live/1000_1.m3u8$IPV4•线路18
广东珠江,http://222.218.158.25:8181/tsfile/live/1000_1.m3u8$IPV4•线路19
广东珠江,http://58.254.14.231:808/hls/55/index.m3u8$IPV4•线路20
广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146$IPV4•线路21
广东珠江,http://125.90.252.38:4022/udp/239.77.0.1:5146$IPV4•线路22
广东珠江,http://39.134.136.161:6610/000000001000/1000000004000011655/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000004000011655$IPV4•线路23
广东珠江,kdsvod://rtmphtml://http://v.91kds.com/b7/shjd.m3u8?src=hnbblive&bt=1500&id=2000000003000000033&pwd=jsdecode$IPV4•线路24
广东珠江,kdsvod://rtmphtml://http://v.91kds.com/b7/shjd.m3u8?src=ystenlive&bt=1500&id=1000000004000011655&pwd=jsdecode$IPV4•线路25
广东珠江,http://39.134.136.161:6610/000000001000/2000000003000000033/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000003000000033$IPV4•线路26
广东珠江,http://gslbserv.itv.cmvideo.cn/1.m3u8?stbId=3&channel-id=hnbblive&Contentid=2000000003000000033&mos=jbjhhzstsl&livemode=1$IPV4•线路27
广东珠江,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdzj&pwd=jsdecode$IPV4•线路28
广东珠江,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdzj&pwd=jsdecode$IPV4•线路29
广东珠江,http://gslbserv.itv.cmvideo.cn/1.m3u8?stbId=3&channel-id=ystenlive&Contentid=1000000004000011655&mos=jbjhhzstsl&livemode=1$IPV4•线路30
广东珠江,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdzj&pwd=jsdecode$IPV4•线路31
广东珠江,htmlplay://https://www.gdtv.cn/tvChannelDetail/44@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路32
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$IPV4
广州电视台法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493$IPV4
广州南国都市频道,http://dns.yiandrive.com:15907/gztv/shenghuo$IPV4•线路1
广州南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7$IPV4•线路2
广州南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo$IPV4•线路3
广州南国都市频道,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=yingshi$IPV4•线路4
广州南国都市频道,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4$IPV4•线路5
广州南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de$IPV4•线路6
广州南国都市频道,http://r.jdshipin.com/LvIQ4$IPV4•线路7
广州南国都市频道,http://tencentplaygzrb.gztv.com/sec/nanguodushi.m3u8$IPV4•线路8
4K南国都市频道,http://1.196.249.219:808/hls/32/index.m3u8$IPV4•线路1
4K南国都市频道,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227241/1.m3u8$IPV4•线路2
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca$IPV4•线路1
广州竞赛频道,http://8.138.7.223/tv/gzjs.m3u8$IPV4•线路2
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a$IPV4•线路3
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai$IPV4•线路4
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$IPV4•线路5
广州竞赛频道,http://tencentplaygzrb.gztv.com/sec/jingsai.m3u8$IPV4•线路6
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=payJR0&tk=ylHxBjGGQBPx$IPV4•线路1
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EzXf3W&tk=ylHxBjGGQBPx$IPV4•线路2
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$IPV4•线路3
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路4
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$IPV4•线路5
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$IPV4•线路6
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty$IPV4•线路7
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty$IPV4•线路8
广东体育,http://mzitv.cn:32/tsfile/live/1008_1.m3u8$IPV4•线路9
广东体育,http://120.77.205.62:8087/rtp/239.77.0.168:5146$IPV4•线路10
广东体育,http://14.212.185.71:9901/tsfile/live/1003_1.m3u8$IPV4•线路11
广东体育,http://222.218.158.25:8181/tsfile/live/1001_1.m3u8$IPV4•线路12
广东体育,http://119.125.134.176:9901/tsfile/live/1007_1.m3u8$IPV4•线路13
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146$IPV4•线路14
广东体育,http://14.112.86.85:4022/udp/239.77.0.168:5146$IPV4•线路15
广东体育,http://125.90.252.38:4022/udp/239.77.0.112:5146$IPV4•线路16
广东体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdty&pwd=jsdecode$IPV4•线路17
广东体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdty&pwd=jsdecode$IPV4•线路18
广东体育,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdty&pwd=jsdecode$IPV4•线路19
广东体育,htmlplay://https://www.gdtv.cn/tvChannelDetail/47@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路20
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$IPV4•线路1
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms$IPV4•线路2
广东民生,http://mzitv.cn:32/tsfile/live/1009_1.m3u8$IPV4•线路3
广东民生,http://120.77.205.62:8087/rtp/239.77.0.225:5146$IPV4•线路4
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$IPV4•线路5
广东民生,http://14.212.185.71:9901/tsfile/live/1002_1.m3u8$IPV4•线路6
广东民生,http://222.218.158.25:8181/tsfile/live/1002_1.m3u8$IPV4•线路7
广东民生,http://58.254.14.231:808/hls/58/index.m3u8$IPV4•线路8
广东民生,http://14.112.86.85:4022/udp/239.77.0.225:5146$IPV4•线路9
广东民生,http://125.90.252.38:4022/udp/239.77.0.225:5146$IPV4•线路10
广东民生,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdgg&pwd=jsdecode$IPV4•线路11
广东民生,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdgg&pwd=jsdecode$IPV4•线路12
广东民生,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdgg&pwd=jsdecode$IPV4•线路13
广东民生,htmlplay://https://www.gdtv.cn/tvChannelDetail/48@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路14
广东综艺,http://14.117.233.31:8688/rtp/239.77.1.237:5146$IPV4
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rbkyjB&tk=ylHxBjGGQBPx$IPV4•线路1
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$IPV4•线路2
广东影视,http://mzitv.cn:32/tsfile/live/1010_1.m3u8$IPV4•线路3
广东影视,http://14.212.185.71:9901/tsfile/live/1006_1.m3u8$IPV4•线路4
广东影视,http://119.125.134.176:9901/tsfile/live/1009_1.m3u8$IPV4•线路5
广东影视,http://183.11.239.36:808/hls/6/index.m3u8$IPV4•线路6
广东影视,http://222.218.158.25:8181/tsfile/live/1004_1.m3u8$IPV4•线路7
广东影视,http://58.254.14.231:808/hls/53/index.m3u8$IPV4•线路8
广东影视,http://14.112.86.85:4022/udp/239.77.0.217:5146$IPV4•线路9
广东影视,http://125.90.252.38:4022/udp/239.77.0.217:5146$IPV4•线路10
广东影视,http://goo.bkpcp.top/mg/gdys$IPV4•线路11
广东影视,http://z.b.bkpcp.top/m.php?id=gdys$IPV4•线路12
广东影视,htmlplay://https://m.miguvideo.com/m/liveDetail/614961829?channelId=10010001005$IPV4•线路13
广东影视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdtvs4&pwd=jsdecode$IPV4•线路14
广东影视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdtvs4&pwd=jsdecode$IPV4•线路15
广东影视,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdtvs4&pwd=jsdecode$IPV4•线路16
广东影视,htmlplay://https://www.gdtv.cn/tvChannelDetail/53@@UA=Mozilla/5.0(WindowsNT10.0;Win64;x64)AppleWebKit/537.36(KHTML,likeGecko)Chrome/100.0.4896.75Safari/537.36@@$IPV4•线路17
经济科教,http://119.32.12.17:2901/udp/224.1.100.6:11111$IPV4•线路1
经济科教,http://mzitv.cn:32/tsfile/live/1011_1.m3u8$IPV4•线路2
经济科教,http://14.212.185.71:9901/tsfile/live/1004_1.m3u8$IPV4•线路3
经济科教,http://222.218.158.25:8181/tsfile/live/1003_1.m3u8$IPV4•线路4
经济科教,http://183.11.239.36:808/hls/4/index.m3u8$IPV4•线路5
经济科教,http://58.254.14.231:808/hls/502/index.m3u8$IPV4•线路6
经济科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=dx&id=gdtvs1&pwd=jsdecode$IPV4•线路7
经济科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?isp=lt&id=gdtvs1&pwd=jsdecode$IPV4•线路8
经济科教,https://pili-live-hls.kingsmedia.cn/metoo-live/e06829f1a4374c4cb7f72cd99c7c636d.m3u8$IPV4•线路9
经济科教,kdsvod://http://v.91kds.com/b7/jdtv2.m3u8?id=gdtvs1&pwd=jsdecode$IPV4•线路10
