更新日期,#genre#
2025-03-17,https://gitee.com/IIII-9306/PAV/raw/master/Updatetime.mp4
广东频道,#genre#
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路1
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86$IPV4•线路2
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$IPV4•线路3
广州综合,http://119.32.12.32:2901/udp/224.1.100.36:11111$IPV4•线路4
广州综合,http://120.77.205.62:8087/rtp/239.253.43.71:5146$IPV4•线路5
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.36:11111$IPV4•线路6
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.35:11111$IPV4•线路7
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd$IPV4•线路9
广州综合,http://119.32.12.17:2901/udp/224.1.100.36:11111$IPV4•线路10
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路11
广州综合,http://120.77.205.62:8087/rtp/239.253.43.66:5146$IPV4•线路12
广州综合,http://120.77.205.62:8087/rtp/239.253.43.66:5146$IPV4•线路13
广州综合,http://120.77.205.62:8087/rtp/239.253.43.71:5146$IPV4•线路14
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.36:11111$IPV4•线路15
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.35:11111$IPV4•线路16
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路17
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd$IPV4•线路18
广州综合,http://119.32.12.17:2901/udp/224.1.100.36:11111$IPV4•线路19
广州综合,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys$IPV4•线路20
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe$IPV4•线路21
广州综合,http://120.77.205.62:8087/rtp/239.253.43.71:5146$IPV4•线路22
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.35:11111$IPV4•线路23
广州综合,http://14.112.86.85:4022/udp/239.253.43.71:5146$IPV4•线路24
广州综合,http://r.jdshipin.com/iR6Gq$IPV4•线路25
广州综合,http://119.32.12.17:2901/udp/224.1.100.36:11111$IPV4•线路26
广州综合,http://dns.yiandrive.com:15907/gztv/zhonghe$IPV4•线路27
广州综合,http://125.89.163.44:8888/udp/239.253.43.71:5146$IPV4•线路28
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$IPV4•线路29
广州综合,http://nn.7x9d.cn/地方台8563/gsw.php?id=gzzh$IPV4•线路30
广州综合,http://120.77.205.62:8087/rtp/239.253.43.66:5146$IPV4•线路31
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$IPV4•线路32
广州综合,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys$IPV4•线路33
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe$IPV4•线路34
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3$IPV4•线路1
广州新闻,http://119.32.12.32:2901/udp/224.1.100.38:11111$IPV4•线路2
